"","datetime","country","shape","city"
"19463",NA,"us","diamond","centereach"
"19464",NA,NA,"teardrop","kuching (malaysia)"
"19465",NA,"us","light","lockport"
"19466",NA,"us","changing","dagsboro"
"19467",NA,"us","triangle","lake wales"
"19468",NA,NA,"light","boston&#44 lincolnshire (uk/england)"
"19469",NA,"us","light","fresno"
"19470",NA,"us","triangle","fortuna"
"19471",NA,"us","light","napa"
"19472",NA,"us","light","blanchard"
"19473",NA,"us","circle","hammonton"
"19474",NA,"us","triangle","nashville"
"19475",NA,"us","other","belton"
"19476",NA,"us","other","saint charles"
"19477",NA,"us","other","huntsville"
"19478",NA,"us","triangle","carterville"
"19479",NA,"us","other","bakersfield"
"19480",NA,"us","circle","rochester"
"19481",NA,NA,"cylinder","south kingstown"
"19482",NA,"us","oval","stanwood"
"19483",NA,NA,"oval","dublin (ireland)"
"19484",NA,"us","chevron","melbourne"
"19485",NA,"us","triangle","orinda"
"19486",NA,"us","sphere","the woodlands"
"19487",NA,"us","sphere","san antonio"
"19488",NA,"us","other","bloomfield"
"19489",NA,NA,"other","helsinki (finland)"
"19490",NA,"us","light","farmingdale"
"19491",NA,"us","other","blaine"
"19492",NA,"us","triangle","kirkland"
"19493",NA,"us","triangle","natchitoches"
"19494",NA,"us","circle","church hill"
"19495",NA,"us","circle","burton"
"19496",NA,"us","other","harvard"
"19497",NA,"us","other","bishop"
"19498",NA,"us","circle","bemidji"
"19499",NA,"us","formation","midland"
"19500",NA,NA,"circle","water town (near)"
"19501",NA,"us","disk","durham"
"19502",NA,"us","fireball","gastonia"
"19503",NA,"us","light","warwick"
"19504",NA,"us","fireball","north eastham"
"19505",NA,"us","triangle","sutton (south worcester co.)"
"19506",NA,"us","circle","davie"
"19507",NA,"us","circle","davie"
"19508",NA,"us","triangle","napa"
"19509",NA,"us","egg","holden beach"
"19510",NA,"us","light","louisville"
"19511",NA,"us","triangle","rogers"
"19512",NA,"us","formation","myrtle beach"
"19513",NA,"us","formation","manassas"
"19514",NA,NA,"light","myrtle beach/conway"
"19515",NA,NA,"light","seoul (south korea)"
"19516",NA,"us","fireball","palm springs"
"19517",NA,"us","triangle","burke"
"19518",NA,"us","other","new york city (brooklyn)"
"19519",NA,NA,"changing","sri lanka (in most cities)"
"19520",NA,"us","sphere","long beach"
"19521",NA,NA,"unknown","el tanque de la fortuna (costa rica)"
"19522",NA,"us","triangle","durango"
"19523",NA,"us","oval","seattle"
"19524",NA,"us","disk","key west"
"19525",NA,"gb","sphere","lancashire (uk/england)"
"19526",NA,"us","rectangle","bridgewater"
"19527",NA,"us","formation","dayton"
"19528",NA,"us","formation","dayton"
"19529",NA,"us","light","san francisco"
"19530",NA,"us","triangle","dover"
"19531",NA,"us","circle","spring hill"
"19532",NA,NA,"fireball","orlando/kissimmee (simultaneously)"
"19533",NA,NA,"light","lamprechtshausen (austria)"
"19534",NA,"us","fireball","memphis"
"19535",NA,"us","fireball","norfolk"
"19536",NA,NA,"light","puerto vallarta (mexico)"
"19537",NA,"us","fireball","melbourne"
"19538",NA,"us","oval","eloy"
"19539",NA,"us","unknown","madisonville"
"19540",NA,"us","circle","manchester"
"19541",NA,"us","disk","chelan"
"19542",NA,"us","fireball","jacksonville"
"19543",NA,"us","light","seffner"
"19544",NA,NA,"other","philippines"
"19545",NA,"us","sphere","parkland"
"19546",NA,NA,"light","uk/england (south coast of)"
"19547",NA,"us","fireball","hartford"
"19548",NA,"us","light","schenectady"
"19549",NA,"us","circle","arnold"
"19550",NA,"us","rectangle","wichita"
"19551",NA,"us","fireball","atlanta"
"19552",NA,"ca","changing","west kelowna (canada)"
"19553",NA,"us","sphere","mobile"
"19554",NA,"us","changing","new hope"
"19555",NA,"us","diamond","midlothian"
"19556",NA,"us","fireball","lake ariel"
"19557",NA,NA,"light","moonbeam"
"19558",NA,"ca","light","ottawa (canada)"
"19559",NA,"us","light","sherman oaks"
"19560",NA,"us","unknown","indianapolis"
"19561",NA,"us","circle","oklahoma city (near)"
"19562",NA,"us","sphere","corpus christi"
"19563",NA,"us","changing","new hope"
"19564",NA,"us","other","pueblo"
"19565",NA,"us","formation","moore"
"19566",NA,"us","circle","new castle"
"19567",NA,"us","light","bellingham"
"19568",NA,"us","flash","franklin"
"19569",NA,"us","circle","great falls"
"19570",NA,"us","fireball","luna"
"19571",NA,NA,NA,"ducannon"
"19572",NA,"us","fireball","lynnwood"
"19573",NA,"us","light","thousand oaks"
"19574",NA,"us","changing","montana city"
"19575",NA,"us","light","morrisville"
"19576",NA,"us","egg","park city"
"19577",NA,"us","sphere","milo"
"19578",NA,"us","circle","dahlonega"
"19579",NA,"us","circle","mariposa"
"19580",NA,"us","disk","oakley"
"19581",NA,"us","disk","clermont"
"19582",NA,NA,"sphere","richards bay (kwazulu-natal)(south africa)"
"19583",NA,"us","light","congress"
"19584",NA,NA,"changing","westport"
"19585",NA,"us","light","vacaville"
"19586",NA,"us","light","hampton bays"
"19587",NA,"us","triangle","overton"
"19588",NA,"us","circle","sharpsburg"
"19589",NA,"us","other","half moon bay"
"19590",NA,"us","oval","spartanburg"
"19591",NA,NA,"cigar","logansport/kokomo."
"19592",NA,NA,"unknown","port elizabeth (south africa)"
"19593",NA,"us","triangle","kirkland"
"19594",NA,"us","disk","palmdale"
"19595",NA,"us","light","pocahontas"
"19596",NA,"us","cigar","lake ozark"
"19597",NA,NA,"sphere","douglas island"
"19598",NA,"us","light","madison"
"19599",NA,"ca","disk","toronto (canada)"
"19600",NA,"au","light","wollongong (nsw&#44 australia)"
"19601",NA,"ca","fireball","fonthill (canada)"
"19602",NA,"us","oval","greensboro"
"19603",NA,"us",NA,"glen"
"19604",NA,NA,"unknown","pacific ocean ((??)) (puerto rico)"
"19605",NA,NA,NA,"i-10&#44 marker 174"
"19606",NA,"us","fireball","upland"
"19607",NA,"us","changing","elizabeth"
"19608",NA,"us","light","fredericksburg"
"19609",NA,"us","other","lubbock"
"19610",NA,"gb","cigar","ashburton (uk/england)"
"19611",NA,NA,"light","bangor/falmoth (between)"
"19612",NA,NA,"circle","amsterdam (the netherlands)"
"19613",NA,"us","fireball","atlanta (e of&#44 near the la border)"
"19614",NA,NA,"light","bradenton/palmetto"
"19615",NA,"us",NA,"la plata"
"19616",NA,"us","other","sunnyside"
"19617",NA,"us","diamond","orlando"
"19618",NA,"us","triangle","longmont"
"19619",NA,"us","unknown","cupertino"
"19620",NA,"us","disk","raleigh"
"19621",NA,"us","light","kittery"
"19622",NA,"us","unknown","miami"
"19623",NA,"us","teardrop","madison"
"19624",NA,"us","unknown","north pole"
"19625",NA,"us","circle","concord"
"19626",NA,"us","light","greenville"
"19627",NA,"us","light","burbank"
"19628",NA,"gb","unknown","carlisle (uk/england)"
"19629",NA,NA,"light","ucaipa"
"19630",NA,"us","circle","helena"
"19631",NA,NA,"oval","odense (denmark)"
"19632",NA,"gb","disk","somerset (uk/england)"
"19633",NA,NA,"triangle","naarden (netherlands)"
"19634",NA,"gb","teardrop","maidstone (uk/england)"
"19635",NA,"us","unknown","east amherst"
"19636",NA,NA,"unknown","saudi arabia"
"19637",NA,"us","changing","rockville"
"19638",NA,NA,"oval","bilbao"
"19639",NA,"us","teardrop","alexandria"
"19640",NA,"us","other","houston"
"19641",NA,"us","light","roanoke"
"19642",NA,"us","light","hillsboro"
"19643",NA,"us","circle","lodi (near; central ca; we were traveling)"
"19644",NA,"us","other","bloomington"
"19645",NA,"us","triangle","friendswood"
"19646",NA,"us","sphere","puyallup"
"19647",NA,"us","sphere","phoenix"
"19648",NA,NA,"light","sutton cum lound (uk/england)"
"19649",NA,"us","oval","chino hills"
"19650",NA,"us","sphere","santa clarita"
"19651",NA,"us","oval","new river"
"19652",NA,"us","flash","tinley park"
"19653",NA,"us","formation","dallas"
"19654",NA,"us","formation","mesa"
"19655",NA,"us","light","nashville"
"19656",NA,"us","triangle","college station"
"19657",NA,"us","light","la junta"
"19658",NA,"us","sphere","livonia"
"19659",NA,NA,"unknown","navarre beach"
"19660",NA,NA,"chevron","seika-cho (kyoto prefecture) (japan)"
"19661",NA,"us","light","coalgate"
"19662",NA,"us","other","king of  prussia"
"19663",NA,"us","disk","annapolis"
"19664",NA,"us","sphere","carmen"
"19665",NA,"us","light","seattle (university district)"
"19666",NA,"us","triangle","austin"
"19667",NA,"us","sphere","evanston"
"19668",NA,"ca","light","harrow (canada)"
"19669",NA,"us","triangle","boca raton"
"19670",NA,"us","triangle","gentry"
"19671",NA,NA,"triangle","highway 371"
"19672",NA,"us","disk","studio city"
"19673",NA,"gb","oval","coatbridge (uk/scotland)"
"19674",NA,"us","light","iowa city"
"19675",NA,"us","light","san diego"
"19676",NA,NA,"unknown","ashgrove"
"19677",NA,"gb","circle","coatbridge (uk/scotland)"
"19678",NA,"us","triangle","kansas city"
"19679",NA,"us","triangle","cameron"
"19680",NA,"us","cylinder","cincinnati"
"19681",NA,NA,"diamond","westlake &amp; hardy"
"19682",NA,"us","oval","isla vista (ucsb)"
"19683",NA,"us","oval","conway"
"19684",NA,"us","cylinder","benton"
"19685",NA,"us","oval","los angeles"
"19686",NA,"us","changing","charlotte"
"19687",NA,NA,"light","anneville"
"19688",NA,NA,NA,"columbia&#44 wrightsville"
"19689",NA,"us","unknown","enola"
"19690",NA,"us","light","harrisburg"
"19691",NA,"us","formation","hershey"
"19692",NA,"us","other","palmyra"
"19693",NA,"us","unknown","manheim"
"19694",NA,"us","formation","harrisburg"
"19695",NA,"us","light","bellingham"
"19696",NA,"us","circle","ashville"
"19697",NA,"us","unknown","los angeles"
"19698",NA,"us","cylinder","birmingham"
"19699",NA,"us","light","raleigh"
"19700",NA,"us","light","summerville"
"19701",NA,"ca","light","brampton (canada)"
"19702",NA,"us","circle","delray beach"
"19703",NA,NA,"other","philadelpha"
"19704",NA,"us","light","stockton"
"19705",NA,"us","triangle","waynesville"
"19706",NA,"us","unknown","mahwah"
"19707",NA,"us","light","surfside beach"
"19708",NA,NA,"circle","in orbit"
"19709",NA,"gb","sphere","manchester (uk/england)"
"19710",NA,"us","light","huntington beach"
"19711",NA,"us","triangle","pittsfield"
"19712",NA,NA,"triangle","los cristianos (tenerife)"
"19713",NA,NA,"light","mexico-edmonton (in flight)"
"19714",NA,"us","sphere","towson"
"19715",NA,"us","other","oklahoma city"
"19716",NA,"us","triangle","thornton"
"19717",NA,"us","fireball","cochranville"
"19718",NA,"us","light","niantic"
"19719",NA,"us","fireball","mahwah"
"19720",NA,"us",NA,"middlesex"
"19721",NA,"us","circle","francestown"
"19722",NA,"us","circle","troy"
"19723",NA,"us","triangle","latham"
"19724",NA,"us","triangle","daly city"
"19725",NA,NA,"formation","oslo (norway)"
"19726",NA,NA,"circle","larne (northern ireland)"
"19727",NA,"us","formation","santa monica"
"19728",NA,"us","circle","media"
"19729",NA,"us","sphere","pleasant shade"
"19730",NA,"us","oval","washington"
"19731",NA,"us","unknown","long beach"
"19732",NA,"us","circle","new york city (staten island)"
"19733",NA,NA,"triangle","tralee (ireland)"
"19734",NA,NA,"sphere","lake balboa / los angeles"
"19735",NA,"us","other","bradenton"
"19736",NA,"us","circle","orlando"
"19737",NA,"us","sphere","lancaster"
"19738",NA,"us","other","sugar hill"
"19739",NA,"us","disk","lakewood"
"19740",NA,"us","flash","tacoma"
"19741",NA,"us","light","mount vernon"
"19742",NA,"gb","sphere","bristol (avon) (uk/england)"
"19743",NA,"us","fireball","rochester"
"19744",NA,"us","fireball","marathon"
"19745",NA,"us","cylinder","palo alto"
"19746",NA,"us","light","lacey"
"19747",NA,"us","other","summerville"
"19748",NA,"us","circle","memphis"
"19749",NA,"us","fireball","wailuku"
"19750",NA,"us","oval","st. peters"
"19751",NA,"us","unknown","charleroi"
"19752",NA,"us","cigar","lindenhurst"
"19753",NA,"us","circle","kankakee"
"19754",NA,"us","unknown","elk grove"
"19755",NA,"us","other","jefferson"
"19756",NA,"us","light","peacham"
"19757",NA,"us","light","kelso"
"19758",NA,"ca","sphere","sydney (canada)"
"19759",NA,"us","changing","pittsburgh"
"19760",NA,"us","fireball","talihina"
"19761",NA,"us","fireball","gallipolis"
"19762",NA,"us","sphere","nashua"
"19763",NA,"us","unknown","laurelville"
"19764",NA,"us","other","elkhorn"
"19765",NA,"us","cylinder","north conway"
"19766",NA,"us","light","castro valley"
"19767",NA,"us","fireball","bay village"
"19768",NA,"us","fireball","westford"
"19769",NA,"us","circle","hopkinton"
"19770",NA,NA,"triangle","graycourt"
"19771",NA,"us","chevron","new london"
"19772",NA,"us","unknown","warner"
"19773",NA,"us","fireball","new smyrna beach"
"19774",NA,"us","cigar","springfield"
"19775",NA,"us","other","baltimore"
"19776",NA,NA,"light","nairobi (kenya)"
"19777",NA,NA,"triangle","north huntingdon"
"19778",NA,NA,"circle","rio arriba county"
"19779",NA,"us","light","roseburg"
"19780",NA,"us","changing","charlotte"
"19781",NA,"us","light","petal"
"19782",NA,"us","formation","san jose"
"19783",NA,"us","light","marion"
"19784",NA,"us","formation","roseburg"
"19785",NA,"us","sphere","denver"
"19786",NA,"us","rectangle","lakewood"
"19787",NA,"us","sphere","henderson"
"19788",NA,NA,"circle","la porte"
"19789",NA,"us","light","boise"
"19790",NA,"us","light","germantown"
"19791",NA,"us","light","garden grove"
"19792",NA,"us","light","moncks corner"
"19793",NA,"us","light","cartersville"
"19794",NA,"us","circle","canyon lake"
"19795",NA,"us","fireball","dearing"
"19796",NA,"us","unknown","milwaukee"
"19797",NA,NA,"fireball","montego bay (jamaica)"
"19798",NA,"us","light","grovetown"
"19799",NA,"ca","light","new glasgow (canada)"
"19800",NA,"us","flash","north pole"
"19801",NA,"us","sphere","denver"
"19802",NA,NA,"cone","mapelton"
"19803",NA,"us","disk","tusayan"
"19804",NA,"us","rectangle","pineville"
"19805",NA,"us","changing","etowah"
"19806",NA,"us",NA,"murphy"
"19807",NA,NA,NA,"upper makefield"
"19808",NA,"us","light","greensboro"
"19809",NA,"us","egg","simi valley"
"19810",NA,"us","cylinder","karnak"
"19811",NA,"us",NA,"detroit"
"19812",NA,"us","light","stroudsburg (stroud township)"
"19813",NA,"gb","cigar","ashburton (uk/england)"
"19814",NA,"us","other","lafayette"
"19815",NA,NA,"oval","clayton/chesterfield/ladue"
"19816",NA,"us","light","st. peters"
"19817",NA,"us","light","fall river"
"19818",NA,"us","formation","denver"
"19819",NA,"us","light","hauser"
"19820",NA,NA,"fireball","massachusetts (loc. unknown)"
"19821",NA,NA,"light","fort smith"
"19822",NA,"us","light","baton rouge"
"19823",NA,"us","fireball","indianapolis"
"19824",NA,"us","fireball","leavenworth"
"19825",NA,NA,"sphere","sikeston/morley (between)"
"19826",NA,NA,"sphere","sikeston/morley (between)"
"19827",NA,"us","other","cottontown"
"19828",NA,"us","unknown","savannah"
"19829",NA,NA,"light","michigan (location unspecified)"
"19830",NA,"us","triangle","puyallup"
"19831",NA,"us","fireball","las animas"
"19832",NA,"us","triangle","mission"
"19833",NA,NA,"disk","stradbroke&#44 suffolk (uk/england)"
"19834",NA,"gb","light","harwich (uk/england)"
"19835",NA,"us","triangle","cleveland"
"19836",NA,"gb","other","cardiff (uk/wales)"
"19837",NA,NA,"unknown","atlantic ocean (mid-atlantic)"
"19838",NA,"us","fireball","kansas city"
"19839",NA,"us","oval","colorado springs"
"19840",NA,"us","chevron","clive"
"19841",NA,"us","cigar","riverview"
"19842",NA,"us","triangle","houston"
"19843",NA,"us","triangle","denver"
"19844",NA,"us","light","el paso"
"19845",NA,"us","teardrop","centreville"
"19846",NA,NA,NA,NA
"19847",NA,NA,NA,NA
"19848",NA,"us","oval","fullerton"
"19849",NA,"us","changing","arlington"
"19850",NA,"us","fireball","alexandria"
"19851",NA,"us","other","pascagoula"
"19852",NA,"us","cylinder","fitchburg"
"19853",NA,"us","fireball","vacaville"
"19854",NA,NA,"other","burnham-on-crouch (uk/england)"
"19855",NA,"us","formation","arlington"
"19856",NA,"us","disk","honolulu"
"19857",NA,"us","unknown","machesney park"
"19858",NA,"us","fireball","tucson"
"19859",NA,"us","unknown","cleveland"
"19860",NA,"us","teardrop","benton city"
"19861",NA,"us","disk","dulce"
"19862",NA,"us","light","myrtle beach"
"19863",NA,"us",NA,"alexandria"
"19864",NA,"us","cone","emory"
"19865",NA,"us","disk","blue springs"
"19866",NA,"us","oval","blue springs"
"19867",NA,"us","light","exeter"
"19868",NA,"us","circle","upper black eddy"
"19869",NA,"us","changing","maricopa"
"19870",NA,"us","other","neosho"
"19871",NA,"us","oval","neosho"
"19872",NA,"us",NA,"seattle"
"19873",NA,"us","light","trio"
"19874",NA,"us","unknown","biloxi"
"19875",NA,"us","other","poughkeepsie"
"19876",NA,"us","disk","bonifay"
"19877",NA,"us","rectangle","long island city"
"19878",NA,"ca","light","lindsay (canada)"
"19879",NA,NA,"light","sault ste. marie"
"19880",NA,"ca","fireball","renfrew (canada)"
"19881",NA,"us","circle","englewood"
"19882",NA,"us","other","fairfield"
"19883",NA,"us","circle","harrisburg"
"19884",NA,"us","formation","harrisburg"
"19885",NA,"us","flash","portland"
"19886",NA,"us","cigar","crawfordville"
"19887",NA,"us","fireball","chesapeake beach"
"19888",NA,"us","flash","parma"
"19889",NA,"us","unknown","los angeles"
"19890",NA,"us","fireball","east springfield"
"19891",NA,NA,"light","st-isidore (canada)"
"19892",NA,NA,NA,NA
"19893",NA,NA,NA,NA
"19894",NA,NA,"other","helsinki (finland)"
"19895",NA,"us","flash","canton"
"19896",NA,"us","light","northglenn"
"19897",NA,"us","unknown","williamsburg"
"19898",NA,"ca","other","campbell river (canada)"
"19899",NA,"us","unknown","cataumet"
"19900",NA,"us","fireball","tularosa"
"19901",NA,"us","fireball","canton"
"19902",NA,"us","diamond","columbus"
"19903",NA,"us","circle","massillon"
"19904",NA,"us","light","visalia"
"19905",NA,"us","light","florence"
"19906",NA,"us","disk","newport"
"19907",NA,"us","unknown","walls"
"19908",NA,"us","sphere","nixa"
"19909",NA,NA,"changing","sagar (india)"
"19910",NA,NA,"changing","bangkok (thailand)"
"19911",NA,"us","unknown","chicago"
"19912",NA,"us","formation","indiana"
"19913",NA,"us","light","buffalo"
"19914",NA,"us",NA,"jacksonville"
"19915",NA,"us",NA,"cheney"
"19916",NA,"us","unknown","port allegany"
"19917",NA,"us","triangle","destin"
"19918",NA,"us","diamond","chattanooga"
"19919",NA,"us","triangle","orland"
"19920",NA,"us","cigar","sacramento"
"19921",NA,"us","fireball","killingworth"
"19922",NA,"us","disk","indianapolis"
"19923",NA,"us","circle","independence"
